Isolate	Species.Predicted	ST	aspA	glnA	gltA	glyA	pgm	tkt	uncA	Resistance	Host.Group	Genus	Species	Strain	Assembly.Accession	Isolation.Country	Geographic.Group	Collection.Year	Collection.Date	Host.Common.Name
GCF_001291485.1	campylobacter	4425	33	39	30	139	113	47	17	0	Avian	Campylobacter	Campylobacter coli	RC282	GCF_001291485.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001291505.1	campylobacter	814	2	75	4	48	141	34	1	1	Avian	Campylobacter	Campylobacter jejuni	RC427	GCF_001291505.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001291525.1	campylobacter	825	33	39	30	82	113	47	17	0	Avian	Campylobacter	Campylobacter coli	RC105	GCF_001291525.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001291545.1	campylobacter	4425	33	39	30	139	113	47	17	0	Avian	Campylobacter	Campylobacter coli	RC382	GCF_001291545.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001291565.1	campylobacter	4425	33	39	30	139	113	47	17	0	Avian	Campylobacter	Campylobacter jejuni	RC188	GCF_001291565.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001291585.1	campylobacter	52	9	25	2	10	22	3	6	0	Avian	Campylobacter	Campylobacter jejuni	RC507	GCF_001291585.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001291605.1	campylobacter	825	33	39	30	82	113	47	17	0	Avian	Campylobacter	Campylobacter coli	RC148	GCF_001291605.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001291625.1	campylobacter	4425	33	39	30	139	113	47	17	0	Avian	Campylobacter	Campylobacter jejuni	RC186	GCF_001291625.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001291645.1	campylobacter	4425	33	39	30	139	113	47	17	0	Avian	Campylobacter	Campylobacter jejuni	RC039	GCF_001291645.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001291665.1	campylobacter	4425	33	39	30	139	113	47	17	0	Avian	Campylobacter	Campylobacter coli	RC264	GCF_001291665.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001291685.1	campylobacter	4425	33	39	30	139	113	47	17	0	Avian	Campylobacter	Campylobacter jejuni	RC179	GCF_001291685.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001291705.1	campylobacter	4425	33	39	30	139	113	47	17	0	Avian	Campylobacter	Campylobacter jejuni	RC185	GCF_001291705.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001291725.1	campylobacter	4425	33	39	30	139	113	47	17	0	Avian	Campylobacter	Campylobacter coli	RC383	GCF_001291725.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001291745.1	campylobacter	4425	33	39	30	139	113	47	17	0	Avian	Campylobacter	Campylobacter coli	RC285	GCF_001291745.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001291765.1	campylobacter	4425	33	39	30	139	113	47	17	0	Avian	Campylobacter	Campylobacter coli	RC126	GCF_001291765.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001291785.1	campylobacter	4425	33	39	30	139	113	47	17	0	Avian	Campylobacter	Campylobacter coli	RC182	GCF_001291785.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001291805.1	campylobacter	814	2	75	4	48	141	34	1	1	Avian	Campylobacter	Campylobacter jejuni	RC270	GCF_001291805.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001291825.1	campylobacter	132	1	6	22	24	12	28	1	0	Avian	Campylobacter	Campylobacter jejuni	RC009	GCF_001291825.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001291845.1	campylobacter	4425	33	39	30	139	113	47	17	0	Avian	Campylobacter	Campylobacter coli	RC387	GCF_001291845.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001291865.1	campylobacter	4425	33	39	30	139	113	47	17	0	Avian	Campylobacter	Campylobacter coli	RC023	GCF_001291865.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001291885.1	campylobacter	4425	33	39	30	139	113	47	17	0	Avian	Campylobacter	Campylobacter coli	RC127	GCF_001291885.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001291905.1	campylobacter	4425	33	39	30	139	113	47	17	0	Avian	Campylobacter	Campylobacter coli	RC269	GCF_001291905.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001291925.1	campylobacter	45	4	7	10	4	1	7	1	0	Avian	Campylobacter	Campylobacter jejuni	RC429	GCF_001291925.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001291945.1	campylobacter	4425	33	39	30	139	113	47	17	0	Avian	Campylobacter	Campylobacter jejuni	RC508	GCF_001291945.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001291965.1	campylobacter	5	7	2	5	2	10	3	6	0	Avian	Campylobacter	Campylobacter jejuni	12502	GCF_001291965.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001291985.1	campylobacter	1774	33	39	30	139	113	43	17	0	Avian	Campylobacter	Campylobacter coli	RC037	GCF_001291985.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001292005.1	campylobacter	2195	124	39	30	82	189	47	74	0	Avian	Campylobacter	Campylobacter coli	RC026	GCF_001292005.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001292025.1	campylobacter	814	2	75	4	48	141	34	1	1	Avian	Campylobacter	Campylobacter jejuni	RC169	GCF_001292025.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001292045.1	campylobacter	814	2	75	4	48	141	34	1	1	Avian	Campylobacter	Campylobacter jejuni	RC526	GCF_001292045.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001292065.1	campylobacter	872	33	39	30	82	113	44	17	0	Avian	Campylobacter	Campylobacter coli	RC106	GCF_001292065.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001292085.1	campylobacter	1531	33	66	30	192	189	44	17	0	Avian	Campylobacter	Campylobacter coli	RC430	GCF_001292085.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001292105.1	campylobacter	4425	33	39	30	139	113	47	17	0	Avian	Campylobacter	Campylobacter coli	RC096	GCF_001292105.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001292125.1	campylobacter	4425	33	39	30	139	113	47	17	0	Avian	Campylobacter	Campylobacter coli	RC289	GCF_001292125.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001292145.1	campylobacter	814	2	75	4	48	141	34	1	1	Avian	Campylobacter	Campylobacter jejuni	RC317	GCF_001292145.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001292165.1	campylobacter	4425	33	39	30	139	113	47	17	0	Avian	Campylobacter	Campylobacter coli	RC415	GCF_001292165.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001292185.1	campylobacter	814	2	75	4	48	141	34	1	1	Avian	Campylobacter	Campylobacter jejuni	RC517	GCF_001292185.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001292205.1	campylobacter	574	7	53	2	10	11	3	3	0	Avian	Campylobacter	Campylobacter coli	RC013	GCF_001292205.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001292225.1	campylobacter	4425	33	39	30	139	113	47	17	0	Avian	Campylobacter	Campylobacter coli	RC116	GCF_001292225.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001292245.1	campylobacter	4279	27	22	22	376	43	86	31	0	Avian	Campylobacter	Campylobacter jejuni	RC104	GCF_001292245.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001292265.1	campylobacter	50	2	1	12	3	2	1	5	1	Avian	Campylobacter	Campylobacter coli	RC291	GCF_001292265.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001292285.1	campylobacter	814	2	75	4	48	141	34	1	1	Avian	Campylobacter	Campylobacter jejuni	RC168	GCF_001292285.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001292305.1	campylobacter	1774	33	39	30	139	113	43	17	0	Avian	Campylobacter	Campylobacter coli	RC038	GCF_001292305.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001292325.1	campylobacter	4425	33	39	30	139	113	47	17	0	Avian	Campylobacter	Campylobacter coli	RC428	GCF_001292325.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001292345.1	campylobacter	4425	33	39	30	139	113	47	17	0	Avian	Campylobacter	Campylobacter coli	RC043	GCF_001292345.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001292365.1	campylobacter	4425	33	39	30	139	113	47	17	0	Avian	Campylobacter	Campylobacter coli	RC281	GCF_001292365.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001292385.1	campylobacter	814	2	75	4	48	141	34	1	1	Avian	Campylobacter	Campylobacter jejuni	RC280	GCF_001292385.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001292405.1	campylobacter	1016	33	38	30	82	118	43	17	1	Avian	Campylobacter	Campylobacter coli	RC018	GCF_001292405.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001292425.1	campylobacter	825	33	39	30	82	113	47	17	0	Avian	Campylobacter	Campylobacter coli	RC386	GCF_001292425.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001292445.1	campylobacter	4425	33	39	30	139	113	47	17	0	Avian	Campylobacter	Campylobacter coli	RC284	GCF_001292445.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001292465.1	campylobacter	4425	33	39	30	139	113	47	17	0	Avian	Campylobacter	Campylobacter jejuni	RC220	GCF_001292465.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001292485.1	campylobacter	257	9	2	4	62	4	5	6	0	Avian	Campylobacter	Campylobacter coli	RC459	GCF_001292485.1	United Kingdom	Europe	2011	40544	Chicken
GCF_001299565.1	campylobacter	362	1	2	49	4	11	66	8	0	Human	Campylobacter	Campylobacter jejuni	RM3197	GCF_001299565.1	South Africa	Africa	1995	1995	Human
GCF_001299595.1	campylobacter	362	1	2	49	4	11	66	8	0	Human	Campylobacter	Campylobacter jejuni	RM3196	GCF_001299595.1	South Africa	Africa	1994	1994	Human
GCF_001314285.1	campylobacter	50	2	1	12	3	2	1	5	0	Avian	Campylobacter	Campylobacter jejuni	RM1285	GCF_001314285.1	USA	North America	1997	35669	Chicken
GCF_001399955.1	campylobacter_nonjejuni_9	4	1	2	2	2	1	2	1	0	Human	Campylobacter	Campylobacter fetus	H1-UY	GCF_001399955.1	Uruguay	South America	2013	2013	Human
GCF_001412295.1	campylobacter	137	4	7	10	4	42	7	1	0	Human	Campylobacter	Campylobacter jejuni	CJM1cam	GCF_001412295.1	United Kingdom	Europe	NA	NA	Human
GCF_001416745.1	campylobacter	1126	33	39	30	140	104	47	97	1	NA	Campylobacter	Campylobacter coli	CVM N42205	GCF_001416745.1	USA	North America	2012	2012	NA
GCF_001416755.1	campylobacter	829	33	39	30	82	113	43	17	0	NA	Campylobacter	Campylobacter coli	CVM N44721	GCF_001416755.1	USA	North America	2013	2013	NA
GCF_001416765.1	campylobacter	829	33	39	30	82	113	43	17	0	NA	Campylobacter	Campylobacter coli	CVM N46876	GCF_001416765.1	USA	North America	2013	2013	NA
GCF_001416775.1	campylobacter	829	33	39	30	82	113	43	17	0	NA	Campylobacter	Campylobacter coli	CVM N45963	GCF_001416775.1	USA	North America	2013	2013	NA
GCF_001416825.1	campylobacter	5305	33	39	30	82	113	85	17	0	NA	Campylobacter	Campylobacter coli	CVM N49249	GCF_001416825.1	USA	North America	2013	2013	NA
GCF_001416855.1	campylobacter	829	33	39	30	82	113	43	17	1	NA	Campylobacter	Campylobacter coli	CVM N44406F	GCF_001416855.1	USA	North America	2013	2013	NA
GCF_001416875.1	campylobacter	829	33	39	30	82	113	43	17	0	NA	Campylobacter	Campylobacter coli	CVM N44984F	GCF_001416875.1	USA	North America	2013	2013	NA
GCF_001416905.1	campylobacter	829	33	39	30	82	113	43	17	0	NA	Campylobacter	Campylobacter coli	CVM N47608F	GCF_001416905.1	USA	North America	2013	2013	NA
GCF_001416925.1	campylobacter	1101	33	39	30	82	189	43	41	1	NA	Campylobacter	Campylobacter coli	CVM N45714F	GCF_001416925.1	USA	North America	2013	2013	NA
GCF_001416935.1	campylobacter	829	33	39	30	82	113	43	17	0	NA	Campylobacter	Campylobacter coli	CVM N48647F	GCF_001416935.1	USA	North America	2013	2013	NA
GCF_001416945.1	campylobacter	-	603?	39	30	82	113	43	17	0	NA	Campylobacter	Campylobacter coli	CVM N49369F	GCF_001416945.1	USA	North America	2013	2013	NA
GCF_001416985.1	campylobacter	1101	33	39	30	82	189	43	41	1	NA	Campylobacter	Campylobacter coli	CVM N51090F	GCF_001416985.1	USA	North America	2013	2013	NA
GCF_001417005.1	campylobacter	829	33	39	30	82	113	43	17	0	NA	Campylobacter	Campylobacter coli	CVM N51183F	GCF_001417005.1	USA	North America	2013	2013	NA
GCF_001417025.1	campylobacter	829	33	39	30	82	113	43	17	0	NA	Campylobacter	Campylobacter coli	CVM N39665	GCF_001417025.1	USA	North America	2012	2012	NA
GCF_001417035.1	campylobacter	829	33	39	30	82	113	43	17	0	NA	Campylobacter	Campylobacter coli	CVM N39671	GCF_001417035.1	USA	North America	2012	2012	NA
GCF_001417065.1	campylobacter	829	33	39	30	82	113	43	17	0	NA	Campylobacter	Campylobacter coli	CVM N39677	GCF_001417065.1	USA	North America	2012	2012	NA
GCF_001417085.1	campylobacter	8170	33	39	30	82	113	544	17	0	NA	Campylobacter	Campylobacter coli	CVM N40944	GCF_001417085.1	USA	North America	2012	2012	NA
GCF_001417105.1	campylobacter	8168	33	39	103	82	113	43	17	0	NA	Campylobacter	Campylobacter coli	CVM N40946	GCF_001417105.1	USA	North America	2012	2012	NA
GCF_001417125.1	campylobacter	5305	33	39	30	82	113	85	17	0	NA	Campylobacter	Campylobacter coli	CVM N41652	GCF_001417125.1	USA	North America	2012	2012	NA
GCF_001417145.1	campylobacter	829	33	39	30	82	113	43	17	0	NA	Campylobacter	Campylobacter coli	CVM N41661	GCF_001417145.1	USA	North America	2012	2012	NA
GCF_001417185.1	campylobacter	1833	103	110	103	172	188	261	79	0	NA	Campylobacter	Campylobacter coli	CVM N43850	GCF_001417185.1	USA	North America	2013	2013	NA
GCF_001417205.1	campylobacter	829	33	39	30	82	113	43	17	0	NA	Campylobacter	Campylobacter coli	CVM N47960	GCF_001417205.1	USA	North America	2013	2013	NA
GCF_001417225.1	campylobacter	5305	33	39	30	82	113	85	17	0	NA	Campylobacter	Campylobacter coli	CVM N49243	GCF_001417225.1	USA	North America	2013	2013	NA
GCF_001417245.1	campylobacter	8168	33	39	103	82	113	43	17	0	NA	Campylobacter	Campylobacter coli	CVM N49244	GCF_001417245.1	USA	North America	2013	2013	NA
GCF_001417255.1	campylobacter	5305	33	39	30	82	113	85	17	0	NA	Campylobacter	Campylobacter coli	CVM N51619	GCF_001417255.1	USA	North America	2013	2013	NA
GCF_001417305.1	campylobacter	829	33	39	30	82	113	43	17	0	NA	Campylobacter	Campylobacter coli	CVM N51712	GCF_001417305.1	USA	North America	2013	2013	NA
GCF_001417325.1	campylobacter	829	33	39	30	82	113	43	17	0	NA	Campylobacter	Campylobacter coli	CVM N51987	GCF_001417325.1	USA	North America	2013	2013	NA
GCF_001417335.1	campylobacter	829	33	39	30	82	113	43	17	0	NA	Campylobacter	Campylobacter coli	CVM N44396F	GCF_001417335.1	USA	North America	2013	2013	NA
GCF_001417365.1	campylobacter	828	33	39	30	82	104	43	17	1	NA	Campylobacter	Campylobacter coli	CVM N44505F	GCF_001417365.1	USA	North America	2013	2013	NA
GCF_001417385.1	campylobacter	1149	115	39	30	140	104	43	41	1	NA	Campylobacter	Campylobacter coli	CVM N46573F	GCF_001417385.1	USA	North America	2013	2013	NA
GCF_001417405.1	campylobacter	829	33	39	30	82	113	43	17	0	NA	Campylobacter	Campylobacter coli	CVM N46596F	GCF_001417405.1	USA	North America	2013	2013	NA
GCF_001417415.1	campylobacter	829	33	39	30	82	113	43	17	0	NA	Campylobacter	Campylobacter coli	CVM N50039F	GCF_001417415.1	USA	North America	2013	2013	NA
GCF_001417445.1	campylobacter	829	33	39	30	82	113	43	17	1	NA	Campylobacter	Campylobacter coli	CVM N51201F	GCF_001417445.1	USA	North America	2013	2013	NA
GCF_001417465.1	campylobacter	1068	33	39	30	78	104	43	17	0	NA	Campylobacter	Campylobacter coli	CVM N51226F	GCF_001417465.1	USA	North America	2013	2013	NA
GCF_001418825.1	campylobacter	8407	33	38	513	82	104	43	17	1	Human	Campylobacter	Campylobacter coli	CVM 41904	GCF_001418825.1	USA	North America	2006	2006	Human
GCF_001418835.1	campylobacter	2140	9	53	2	53	11	3	3	1	Human	Campylobacter	Campylobacter jejuni	CVM 41900	GCF_001418835.1	USA	North America	2004	2004	Human
GCF_001418845.1	campylobacter	830	33	39	30	79	104	47	17	1	Human	Campylobacter	Campylobacter coli	CVM 41898	GCF_001418845.1	USA	North America	2000	2000	Human
GCF_001418905.1	campylobacter	2109	4	7	10	4	10	7	1	1	Human	Campylobacter	Campylobacter jejuni	CVM 41905	GCF_001418905.1	USA	North America	2007	2007	Human
GCF_001418915.1	campylobacter	2109	4	7	10	4	10	7	1	1	Human	Campylobacter	Campylobacter jejuni	CVM 41908	GCF_001418915.1	USA	North America	2007	2007	Human
GCF_001418925.1	campylobacter	2109	4	7	10	4	10	7	1	1	Human	Campylobacter	Campylobacter jejuni	CVM 41910	GCF_001418925.1	USA	North America	2007	2007	Human
GCF_001418935.1	campylobacter	50	2	1	12	3	2	1	5	1	Human	Campylobacter	Campylobacter jejuni	CVM 41912	GCF_001418935.1	USA	North America	2008	2008	Human
GCF_001418985.1	campylobacter	-	4	7	10	4	1028?	7	1	1	Human	Campylobacter	Campylobacter jejuni	CVM 41914	GCF_001418985.1	USA	North America	2008	2008	Human
GCF_001419005.1	campylobacter	8408	33	39	30	82	113	631	17	1	Human	Campylobacter	Campylobacter coli	CVM 41915	GCF_001419005.1	USA	North America	2008	2008	Human
GCF_001419015.1	campylobacter	8666	103	39	30	82	113	631	17	1	Human	Campylobacter	Campylobacter coli	CVM 41917	GCF_001419015.1	USA	North America	2008	2008	Human
GCF_001419025.1	campylobacter	8812	37	490	292	28	694	25	469	1	Human	Campylobacter	Campylobacter jejuni	CVM 41918	GCF_001419025.1	USA	North America	2008	2008	Human
GCF_001419065.1	campylobacter	1233	7	17	5	10	10	177	6	1	Human	Campylobacter	Campylobacter jejuni	CVM 41921	GCF_001419065.1	USA	North America	2008	2008	Human
GCF_001419085.1	campylobacter	48	2	4	1	2	7	1	5	0	Human	Campylobacter	Campylobacter jejuni	CVM 41922	GCF_001419085.1	USA	North America	2009	2009	Human
GCF_001419105.1	campylobacter	50	2	1	12	3	2	1	5	1	Human	Campylobacter	Campylobacter jejuni	CVM 41923	GCF_001419105.1	USA	North America	2009	2009	Human
GCF_001419125.1	campylobacter	8180	181	53	27	10	11	3	6	1	Human	Campylobacter	Campylobacter jejuni	CVM 41927	GCF_001419125.1	USA	North America	2009	2009	Human
GCF_001419145.1	campylobacter	829	33	39	30	82	113	43	17	0	Human	Campylobacter	Campylobacter coli	CVM 41932	GCF_001419145.1	USA	North America	2010	2010	Human
GCF_001419165.1	campylobacter	2109	4	7	10	4	10	7	1	1	Human	Campylobacter	Campylobacter jejuni	CVM 41933	GCF_001419165.1	USA	North America	2010	2010	Human
GCF_001419185.1	campylobacter	2109	4	7	10	4	10	7	1	1	Human	Campylobacter	Campylobacter jejuni	CVM 41934	GCF_001419185.1	USA	North America	2010	2010	Human
GCF_001419195.1	campylobacter	2109	4	7	10	4	10	7	1	1	Human	Campylobacter	Campylobacter jejuni	CVM 41936	GCF_001419195.1	USA	North America	2010	2010	Human
GCF_001419225.1	campylobacter	829	33	39	30	82	113	43	17	0	Human	Campylobacter	Campylobacter coli	CVM 41939	GCF_001419225.1	USA	North America	2010	2010	Human
GCF_001419245.1	campylobacter	6091	2	4	5	25	11	203	5	1	Human	Campylobacter	Campylobacter jejuni	CVM 41943	GCF_001419245.1	USA	North America	2010	2010	Human
GCF_001419265.1	campylobacter	1112	33	39	30	82	104	43	68	1	Human	Campylobacter	Campylobacter coli	CVM 41944	GCF_001419265.1	USA	North America	2010	2010	Human
GCF_001419275.1	campylobacter	1586	33	176	30	82	113	43	17	1	Human	Campylobacter	Campylobacter coli	CVM 41945	GCF_001419275.1	USA	North America	2010	2010	Human
GCF_001419295.1	campylobacter	5453	1	6	137	176	40	478	3	0	Human	Campylobacter	Campylobacter jejuni	CVM 41946	GCF_001419295.1	USA	North America	2010	2010	Human
GCF_001419325.1	campylobacter	8169	103	39	30	140	113	164	120	1	Human	Campylobacter	Campylobacter coli	CVM 41953	GCF_001419325.1	USA	North America	2011	2011	Human
GCF_001419345.1	campylobacter	8170	33	39	30	82	113	544	17	0	Human	Campylobacter	Campylobacter coli	CVM 41955	GCF_001419345.1	USA	North America	2011	2011	Human
GCF_001419355.1	campylobacter	829	33	39	30	82	113	43	17	0	Human	Campylobacter	Campylobacter coli	CVM 41957	GCF_001419355.1	USA	North America	2011	2011	Human
GCF_001419385.1	campylobacter	829	33	39	30	82	113	43	17	0	Human	Campylobacter	Campylobacter coli	CVM 41958	GCF_001419385.1	USA	North America	2011	2011	Human
GCF_001419395.1	campylobacter	3225	33	42	241	82	104	35	211	1	Human	Campylobacter	Campylobacter coli	CVM 41963	GCF_001419395.1	USA	North America	2011	2011	Human
GCF_001419425.1	campylobacter	829	33	39	30	82	113	43	17	0	Human	Campylobacter	Campylobacter coli	CVM 41965	GCF_001419425.1	USA	North America	2011	2011	Human
GCF_001419445.1	campylobacter	8173	397	110	30	140	188	3	41	1	Human	Campylobacter	Campylobacter coli	CVM 41970	GCF_001419445.1	USA	North America	2011	2011	Human
GCF_001419455.1	campylobacter	1625	33	39	30	82	104	47	139	1	Human	Campylobacter	Campylobacter coli	CVM 41971	GCF_001419455.1	USA	North America	2011	2011	Human
GCF_001419475.1	campylobacter	2109	4	7	10	4	10	7	1	1	Human	Campylobacter	Campylobacter jejuni	CVM 41973	GCF_001419475.1	USA	North America	2011	2011	Human
GCF_001419505.1	campylobacter	22	1	3	6	4	3	3	3	0	Human	Campylobacter	Campylobacter jejuni	CVM 41974	GCF_001419505.1	USA	North America	2011	2011	Human
GCF_001419525.1	campylobacter	829	33	39	30	82	113	43	17	0	Human	Campylobacter	Campylobacter coli	CVM 41976	GCF_001419525.1	USA	North America	2011	2011	Human
GCF_001419545.1	campylobacter	829	33	39	30	82	113	43	17	0	Human	Campylobacter	Campylobacter coli	CVM 41986	GCF_001419545.1	USA	North America	2009	2009	Human
GCF_001419555.1	campylobacter	3221	33	153	44	82	104	44	17	1	NA	Campylobacter	Campylobacter coli	CVM N13165	GCF_001419555.1	USA	North America	2007	2007	NA
GCF_001419585.1	campylobacter	1068	33	39	30	78	104	43	17	0	NA	Campylobacter	Campylobacter coli	CVM N20344	GCF_001419585.1	USA	North America	2009	2009	NA
GCF_001419605.1	campylobacter	1068	33	39	30	78	104	43	17	0	NA	Campylobacter	Campylobacter coli	CVM N20402	GCF_001419605.1	USA	North America	2009	2009	NA
GCF_001419625.1	campylobacter	8814	4	7	12	4	799	7	1	1	Human	Campylobacter	Campylobacter jejuni	CVM 41964	GCF_001419625.1	USA	North America	2011	2011	Human
GCF_001419635.1	campylobacter	2109	4	7	10	4	10	7	1	1	Human	Campylobacter	Campylobacter jejuni	CVM 41985	GCF_001419635.1	USA	North America	2008	2008	Human
GCF_001419645.1	campylobacter	2109	4	7	10	4	10	7	1	1	Human	Campylobacter	Campylobacter jejuni	CVM 41975	GCF_001419645.1	USA	North America	2011	2011	Human
GCF_001420435.1	campylobacter	1953	7	17	2	2	86	3	1	1	Avian	Campylobacter	Campylobacter jejuni	2865	GCF_001420435.1	Malaysia	Asia	2011	40695	Poultry
GCF_001420455.1	campylobacter	9676	37	75	600	48	141	34	1	1	Avian	Campylobacter	Campylobacter jejuni	2871	GCF_001420455.1	Malaysia	Asia	2011	40695	Poultry
GCF_001420485.1	campylobacter	-	7	75	4	64	86	59	1	1	Avian	Campylobacter	Campylobacter jejuni	2868	GCF_001420485.1	Malaysia	Asia	2011	40695	Poultry
GCF_001432345.1	campylobacter	3579	7	4	27	68	11	1	6	0	NA	Campylobacter	Campylobacter jejuni	T1-21	GCF_001432345.1	USA	North America	2009	2009	NA
GCF_001441755.1	campylobacter	6052	2	4	1	2	22	1	5	1	NA	Campylobacter	Campylobacter jejuni	CVM N1630	GCF_001441755.1	Georgia	Asia	2004	38090	NA
